time_window,avg_price,max_bid
0.0,451.7,261
2.0,280.1363636363636,264
4.0,274.5833333333333,264
6.0,273.1666666666667,266
8.0,269.7368421052632,267
10.0,268.4166666666667,267
12.0,268.3333333333333,267
14.0,267.0357142857143,264
16.0,266.1333333333333,265
18.0,265.82,266
20.0,263.0,263
22.0,268.2741935483871,268
24.0,268.3,268
26.0,270.3181818181818,270
28.0,266.5,260
30.0,266.5,260
32.0,266.8636363636364,266
34.0,263.37931034482756,263
36.0,262.258064516129,263
38.0,261.7741935483871,260
40.0,260.57142857142856,259
42.0,258.5625,259
44.0,255.93548387096774,257
46.0,256.7608695652174,257
48.0,262.0,258
50.0,263.16129032258067,264
52.0,264.175,264
54.0,265.46666666666664,263
56.0,264.1041666666667,263
58.0,262.05172413793105,261
60.0,260.2826086956522,259
62.0,260.625,259
64.0,260.1818181818182,259
66.0,262.8695652173913,263
68.0,259.3703703703704,263
70.0,254.27777777777777,253
72.0,253.7,253
74.0,255.05555555555554,253
76.0,257.875,254
78.0,264.69642857142856,262
80.0,267.9166666666667,267
82.0,267.8125,267
84.0,262.96875,260
86.0,262.05555555555554,260
88.0,258.0263157894737,260
90.0,256.51851851851853,261
92.0,263.25,263
94.0,264.71666666666664,264
96.0,264.2291666666667,266
98.0,262.5,259
100.0,262.5416666666667,259
102.0,257.57142857142856,255
104.0,255.48214285714286,255
106.0,255.29166666666666,254
108.0,255.75,255
110.0,256.1458333333333,256
112.0,260.0892857142857,259
114.0,263.2878787878788,264
116.0,264.5833333333333,264
118.0,263.7142857142857,259
120.0,264.44117647058823,261
122.0,263.90909090909093,262
124.0,265.4375,265
126.0,268.5,267
128.0,268.875,268
130.0,269.34,269
132.0,268.15384615384613,268
134.0,267.60714285714283,267
136.0,269.8269230769231,267
138.0,268.09090909090907,266
140.0,265.1666666666667,263
142.0,263.98,263
144.0,266.03846153846155,265
146.0,267.85714285714283,266
148.0,267.25,263
150.0,266.1578947368421,263
152.0,264.0416666666667,261
154.0,261.2413793103448,261
156.0,258.7903225806452,255
158.0,260.3103448275862,263
160.0,261.9423076923077,262
162.0,264.54545454545456,264
164.0,263.52272727272725,262
166.0,264.21153846153845,263
168.0,261.8809523809524,261
170.0,264.04347826086956,261
172.0,265.26785714285717,266
174.0,266.52,266
176.0,267.6,266
178.0,268.07894736842104,267
180.0,268.0,266
182.0,268.5,269
184.0,267.72727272727275,266
186.0,265.61538461538464,268
188.0,262.64285714285717,262
190.0,264.6666666666667,262
192.0,265.4761904761905,263
194.0,263.44827586206895,261
196.0,260.2142857142857,261
198.0,261.6136363636364,261
200.0,263.0,263
202.0,261.0,262
204.0,267.3333333333333,268
