time_window,avg_price,max_bid
0.0,333.75,264
4.0,273.875,266
8.0,269.0945945945946,267
12.0,267.63461538461536,267
16.0,265.9375,266
20.0,265.6803278688525,268
24.0,269.24468085106383,270
28.0,266.5,260
32.0,264.88235294117646,266
36.0,262.01612903225805,263
40.0,259.6442307692308,259
44.0,256.287037037037,257
48.0,262.6,264
52.0,264.72857142857146,264
56.0,262.9811320754717,263
60.0,260.4418604651163,259
64.0,261.2857142857143,263
68.0,257.3333333333333,263
72.0,254.3421052631579,253
76.0,261.8541666666667,262
80.0,267.8645833333333,267
84.0,262.4852941176471,260
88.0,257.14130434782606,261
92.0,264.0086206896552,264
96.0,263.5375,266
100.0,259.86538461538464,259
104.0,255.39423076923077,255
108.0,255.94791666666666,256
112.0,261.8196721311475,264
116.0,264.203125,264
120.0,264.14102564102564,262
124.0,266.96875,267
128.0,269.1585365853659,269
132.0,267.8703703703704,268
136.0,269.03125,267
140.0,264.4767441860465,263
144.0,266.8510638297872,266
148.0,266.8265306122449,263
152.0,262.50943396226415,261
156.0,259.525,263
160.0,263.1354166666667,264
164.0,263.8958333333333,263
168.0,263.0113636363636,261
172.0,265.85849056603774,266
176.0,267.86764705882354,267
180.0,268.2395833333333,269
184.0,266.5833333333333,268
188.0,263.5769230769231,262
192.0,264.3,263
196.0,260.83,261
200.0,262.02222222222224,263
204.0,267.9655172413793,268
208.0,269.0,268
212.0,268.4875,268
216.0,268.1857142857143,267
220.0,266.14084507042253,266
224.0,264.22222222222223,266
228.0,261.5425531914894,260
232.0,262.69444444444446,263
236.0,263.40625,264
240.0,262.3790322580645,261
244.0,264.70454545454544,265
248.0,264.5769230769231,263
252.0,269.25,269
256.0,269.4651162790698,269
260.0,265.46,266
264.0,264.53409090909093,263
268.0,262.95098039215685,263
272.0,262.63953488372096,261
276.0,265.14285714285717,264
280.0,263.3636363636364,264
284.0,265.1,261
288.0,268.5762711864407,270
292.0,269.2448979591837,268
296.0,270.56976744186045,269
300.0,267.19166666666666,267
304.0,262.2857142857143,263
308.0,265.234375,269
312.0,264.6219512195122,265
316.0,263.95454545454544,265
320.0,262.18548387096774,261
324.0,262.04237288135596,261
328.0,260.59574468085106,260
332.0,257.68888888888887,256
336.0,261.6792452830189,263
340.0,258.9396551724138,263
344.0,263.86486486486484,263
348.0,262.4375,263
352.0,263.875,263
356.0,269.0652173913044,269
360.0,268.63,269
364.0,261.59090909090907,263
368.0,258.4237288135593,259
372.0,264.18518518518516,265
376.0,267.7432432432432,268
380.0,303.11764705882354,267
384.0,260.39,263
388.0,256.16279069767444,256
392.0,252.59302325581396,249
396.0,254.5375,255
400.0,256.8125,257
404.0,256.6166666666667,257
408.0,256.0769230769231,257
412.0,251.7549019607843,253
416.0,253.3695652173913,249
420.0,253.71212121212122,251
424.0,257.7560975609756,259
428.0,259.712962962963,260
432.0,263.4130434782609,264
436.0,267.4270833333333,268
440.0,261.8452380952381,263
444.0,256.7435897435897,257
448.0,259.2019230769231,265
452.0,264.54545454545456,266
456.0,265.8421052631579,263
460.0,266.20238095238096,263
464.0,263.1595744680851,263
468.0,263.36170212765956,263
472.0,267.9390243902439,269
476.0,269.72093023255815,269
480.0,269.5609756097561,269
484.0,264.3780487804878,269
488.0,265.06,266
492.0,264.5,259
496.0,263.3333333333333,263
500.0,260.4727272727273,263
504.0,265.65714285714284,264
508.0,264.4342105263158,263
512.0,264.74418604651163,264
516.0,262.7983870967742,268
520.0,265.91,262
524.0,261.4,260
528.0,260.6,261
532.0,263.75714285714287,262
536.0,264.46590909090907,263
540.0,267.32608695652175,268
544.0,265.21276595744683,262
548.0,261.0777777777778,262
552.0,260.325,258
556.0,261.52777777777777,263
560.0,266.50877192982455,266
564.0,266.3181818181818,267
568.0,265.70535714285717,265
572.0,262.5980392156863,265
576.0,262.5,269
580.0,265.73728813559325,263
584.0,264.4230769230769,264
588.0,265.1190476190476,264
592.0,268.0192307692308,269
596.0,269.89473684210526,269
600.0,268.1875,268
604.0,270.67391304347825,269
608.0,271.5810810810811,268
612.0,271.5657894736842,268
616.0,269.7,268
620.0,266.22727272727275,265
624.0,264.01666666666665,263
628.0,263.97457627118644,263
632.0,261.28225806451616,263
636.0,264.4375,265
640.0,269.1372549019608,268
644.0,270.2142857142857,268
648.0,271.36538461538464,268
652.0,269.2395833333333,268
656.0,268.53409090909093,266
660.0,268.5,266
664.0,268.9642857142857,266
668.0,266.7282608695652,266
672.0,263.7719298245614,262
676.0,260.811320754717,268
680.0,268.17021276595744,268
684.0,268.41,267
688.0,269.70238095238096,267
692.0,268.3953488372093,268
696.0,267.55405405405406,268
700.0,262.635593220339,266
704.0,263.3265306122449,262
708.0,267.9519230769231,268
712.0,264.2959183673469,268
716.0,261.5673076923077,261
720.0,265.95714285714286,261
724.0,264.8625,258
728.0,262.6981132075472,263
732.0,263.4901960784314,262
736.0,265.8854166666667,269
740.0,265.22549019607845,265
744.0,264.63461538461536,265
748.0,267.75,267
752.0,266.0875,266
756.0,262.40816326530614,263
760.0,260.91,260
764.0,264.24528301886795,263
768.0,263.57142857142856,263
772.0,263.8292682926829,262
776.0,263.6666666666667,263
780.0,265.6063829787234,264
784.0,264.6914893617021,266
788.0,263.2325581395349,262
792.0,254.8783783783784,254
796.0,259.22727272727275,262
800.0,262.7674418604651,263
804.0,255.80612244897958,258
808.0,254.95454545454547,257
812.0,255.12727272727273,257
816.0,254.95652173913044,253
820.0,255.5593220338983,256
824.0,258.14102564102564,260
828.0,256.6764705882353,254
832.0,255.75806451612902,255
836.0,258.9811320754717,259
840.0,256.29661016949154,263
844.0,260.93636363636364,262
848.0,266.8658536585366,261
852.0,262.90384615384613,261
856.0,255.15625,254
860.0,255.46428571428572,254
864.0,255.2608695652174,255
868.0,254.84615384615384,254
872.0,254.3,257
876.0,253.3,256
880.0,255.19230769230768,256
884.0,259.6923076923077,261
888.0,254.5222222222222,259
892.0,254.69811320754718,256
896.0,254.01,255
900.0,249.88235294117646,243
904.0,248.5,245
908.0,249.95238095238096,247
912.0,251.80232558139534,254
916.0,250.5952380952381,251
920.0,278.9555555555556,263
924.0,324.7857142857143,263
928.0,290.625,266
932.0,270.43055555555554,269
936.0,265.8333333333333,263
940.0,301.9878048780488,260
944.0,283.625,267
948.0,293.29761904761904,268
952.0,291.21590909090907,269
956.0,274.2551020408163,268
960.0,262.1617647058824,263
964.0,290.25,263
968.0,334.1666666666667,265
972.0,290.94117647058823,269
976.0,266.79411764705884,269
980.0,269.375,261
984.0,247.3421052631579,258
988.0,239.02777777777777,252
992.0,233.09677419354838,238
996.0,247.92857142857142,249
1000.0,254.24137931034483,254
1004.0,255.67142857142858,258
1008.0,242.1851851851852,258
1012.0,242.359375,259
1016.0,321.3536585365854,259
1020.0,324.5131578947368,261
1024.0,310.3020833333333,264
1028.0,261.7307692307692,260
1032.0,324.5806451612903,260
1036.0,289.84375,260
1040.0,283.71794871794873,262
1044.0,311.0882352941176,266
1048.0,339.90384615384613,268
1052.0,308.55357142857144,268
1056.0,292.36170212765956,268
1060.0,275.0686274509804,263
1064.0,328.1,261
1068.0,315.2826086956522,268
1072.0,268.3942307692308,268
1076.0,264.3809523809524,262
1080.0,261.47222222222223,262
1084.0,259.19565217391306,258
1088.0,259.9390243902439,255
1092.0,255.92391304347825,255
1096.0,255.31521739130434,253
1100.0,278.56976744186045,259
1104.0,313.8030303030303,268
1108.0,273.18055555555554,268
1112.0,268.7368421052632,266
1116.0,267.9875,267
1120.0,285.75581395348837,268
1124.0,289.1547619047619,265
1128.0,277.49074074074076,265
1132.0,266.64285714285717,266
1136.0,260.0816326530612,262
1140.0,263.65384615384613,261
1144.0,265.17,264
1148.0,262.3723404255319,261
1152.0,260.9583333333333,259
1156.0,260.8627450980392,262
1160.0,267.37931034482756,263
1164.0,293.8157894736842,269
1168.0,281.88392857142856,266
1172.0,273.65,268
1176.0,266.5081967213115,269
1180.0,260.52,261
1184.0,266.9318181818182,268
1188.0,344.1818181818182,268
1192.0,309.1595744680851,267
1196.0,269.8255813953488,267
1200.0,270.6730769230769,269
1204.0,265.1296296296296,264
1208.0,261.225,261
1212.0,314.7931034482759,261
1216.0,269.3125,266
1220.0,270.14102564102564,269
1224.0,273.77272727272725,269
1228.0,271.3235294117647,269
1232.0,269.0,269
1236.0,264.24038461538464,264
1240.0,264.8723404255319,261
1244.0,264.55645161290323,262
1248.0,257.38461538461536,262
1252.0,247.46774193548387,252
1256.0,294.2631578947368,262
1260.0,327.14102564102564,266
1264.0,276.1764705882353,264
1268.0,258.35897435897436,259
1272.0,231.70967741935485,256
1276.0,254.52941176470588,254
1280.0,256.6224489795918,260
1284.0,252.33695652173913,249
1288.0,252.48648648648648,251
1292.0,254.1951219512195,255
1296.0,256.0625,255
1300.0,257.35714285714283,262
1304.0,274.9404761904762,263
1308.0,290.87179487179486,264
1312.0,275.0568181818182,260
1316.0,255.86170212765958,261
1320.0,221.28571428571428,254
1324.0,233.47435897435898,255
1328.0,255.18367346938774,257
1332.0,256.9583333333333,261
1336.0,256.53846153846155,261
1340.0,268.4871794871795,261
1344.0,271.20588235294116,260
1348.0,251.80232558139534,251
1352.0,258.42241379310343,267
1356.0,267.5,267
1360.0,265.52564102564105,267
1364.0,260.7926829268293,260
1368.0,257.8030303030303,262
1372.0,258.3863636363636,261
1376.0,256.6136363636364,258
1380.0,281.5508474576271,260
1384.0,256.5204081632653,255
1388.0,265.234693877551,267
1392.0,268.8,267
1396.0,330.71875,270
1400.0,306.9222222222222,264
1404.0,292.0111111111111,269
1408.0,320.1081081081081,269
1412.0,330.015625,270
1416.0,331.67105263157896,269
1420.0,271.9222222222222,269
1424.0,265.52564102564105,267
1428.0,291.25,261
1432.0,416.7352941176471,269
1436.0,271.45238095238096,266
1440.0,280.03,266
1444.0,264.7916666666667,267
1448.0,259.0121951219512,261
1452.0,265.14285714285717,265
1456.0,254.8372093023256,264
1460.0,263.2307692307692,263
1464.0,256.2826086956522,253
1468.0,256.38793103448273,259
1472.0,250.10714285714286,248
1476.0,256.3557692307692,259
1480.0,269.1829268292683,261
1484.0,271.05555555555554,256
1488.0,331.1842105263158,269
1492.0,326.0344827586207,269
1496.0,285.2090909090909,266
1500.0,267.719512195122,259
1504.0,266.41,262
1508.0,281.27142857142854,268
1512.0,244.74074074074073,268
1516.0,202.38636363636363,194
1520.0,234.6046511627907,247
1524.0,243.83870967741936,240
1528.0,222.4673913043478,243
1532.0,219.61290322580646,224
1536.0,234.71428571428572,221
1540.0,259.29487179487177,268
1544.0,307.2604166666667,268
1548.0,298.52272727272725,267
1552.0,289.7567567567568,266
1556.0,273.7551020408163,266
1560.0,268.6826923076923,264
1564.0,261.075,262
1568.0,257.390243902439,257
1572.0,253.2941176470588,253
1576.0,252.91666666666666,255
1580.0,252.33333333333334,255
1584.0,256.54761904761904,259
1588.0,327.4166666666667,262
1592.0,267.21590909090907,252
1596.0,256.8222222222222,257
1600.0,295.2173913043478,268
1604.0,271.9736842105263,267
1608.0,267.4861111111111,268
1612.0,261.63,263
1616.0,260.8979591836735,263
1620.0,261.8255813953488,263
1624.0,263.96153846153845,261
1628.0,263.39344262295083,265
1632.0,261.5625,259
1636.0,253.70491803278688,258
1640.0,252.88793103448276,252
1644.0,251.95689655172413,257
1648.0,249.5609756097561,248
